user_id,uname,stars,review_count,how_long_month,friends,text_length,num_business,review_per_bus,pro_cool,pro_funny,pro_useful,x,y
2y5YUB1njFJvysWJAWu3EQ,David,3.55,60,90,19,814,2,1.00,0.30,0.30,0.73,11.0014780416434,-3.339366096357907
gVkeC513l45bKk2pixKtpQ,Brad,3.93,57,55,0,578,1,1.00,0.12,0.07,0.33,14.082412181345431,8.0881368814657737
GriF-M_8Ly6J7INizZC_gQ,Lacy,3.60,59,34,0,152,1,1.00,0.12,0.19,0.93,7.3669075418956975,9.0604878118858334
wYZQXYgL1M7mNhuBYS2RNg,K,3.51,74,88,0,672,4,1.00,0.27,0.41,0.88,0.9412346986093868,-2.1442618311031505
ZrXn0MR5nq5Npe6LvXyCUQ,Anastasia,4.16,97,77,3,421,5,1.00,0.29,0.18,0.60,-1.5137438157605614,11.729825571588671
3NZqIOvpb3iWHH3hr9LvBQ,Denise,3.96,69,54,0,801,10,1.00,0.10,0.07,0.36,1.5396500767474037,-13.685504052163502
nz6iSr8XXGsVT_GtpcDoeQ,Hoola,2.89,85,70,0,1270,3,1.00,0.11,0.14,0.48,-0.73735294990304012,4.6546238221762302
_Sendx688zHJhccliWgubA,Jenna,4.36,69,37,1,1401,1,1.00,0.33,0.07,1.32,1.0315061953656932,-7.4460950018731946
dCakomjEj1lvHwvJyAOwSA,Prascilla,3.66,57,71,5,897,1,1.00,0.74,0.63,1.39,13.472874475769068,-0.10802297264711599
ZjlLh9jqkXsX8YZbJaBooA,Rachelle,3.19,76,29,9,1312,6,1.00,0.26,0.75,1.46,-11.403387994039967,-1.5589500504178733
pCOdNdelc8ewuh5QCgXozw,Grant,3.85,55,53,2,645,4,1.00,0.20,0.24,0.67,14.018287095396683,7.3600227564146588
dHekHSU5Z9to56VzthkI6g,Jo,3.82,62,51,1,689,5,1.00,0.26,0.31,1.42,6.9111672497781358,3.2455965347912383
FMHoLmvtgE7vOvWWHHgDSA,Sam,3.96,77,29,1,447,2,1.00,0.22,0.18,0.64,-9.6210002477839502,-3.8395025837882333
JtaddrrJ8HxgAjhKsAsHHQ,luke,3.64,97,96,9,608,4,1.00,1.43,1.86,1.82,1.1136540152606278,12.331761365562196
nTn5CbR2P_-gNVdy0JE89Q,Mark,3.47,56,76,0,128,1,1.00,0.04,0.05,0.54,11.526934064835945,-1.3599884278112351
OrMY-AG_Cx10WD4xDeQAUg,Colt,3.92,92,26,38,779,65,1.00,0.41,0.39,1.36,-17.839226456797554,0.48163031071782303
eB5tOrj2vWxJiSlLHd1sew,Mayli,3.57,82,24,21,530,6,1.17,0.96,0.73,2.15,-11.008111301963305,-1.7040069319675544
7mZVyFZsyKF0Tp6VefKrJg,Erin,3.85,55,54,4,891,7,1.00,0.65,0.51,1.15,13.913636434007003,7.1712677453311384
SiId5-oO4Wk4i_g9dRzGag,Lanay,3.81,76,26,11,576,48,1.04,0.21,0.20,0.87,-16.531588761559671,5.6826645025044034
yRLYYGUqZKiR_2PPinzfgg,Jenna,4.23,99,19,0,1312,3,1.00,0.41,0.46,1.09,-5.7884731151678173,15.562643567768255
mg6QHHqIAdgMbpalyDYqsQ,Ben,4.17,72,78,4,419,2,1.00,0.18,0.13,0.46,3.0390581212387358,-5.7483010088044075
ljI0IMYfBWfzlUzsr_RZ6Q,Lauren,4.22,60,20,6,688,1,1.00,0.45,0.33,1.12,-11.789019771318689,-9.3763543740279651
lEdz40TpW7k8fYbhlQ4w0g,Craig,3.74,76,74,1,202,25,1.00,0.20,0.18,0.58,-6.2208448147852913,-1.5651413635937375
LqIhvnGZik0YuuErC8-FpQ,Federick,4.37,60,99,11,108,1,1.00,0.30,0.20,0.50,6.0097121078224829,0.59691869568628964
xJx-WU_dRQ_NaBsLBsXxfw,Monica,3.68,63,74,19,1155,3,1.00,0.71,0.71,1.62,8.8749310316745227,-5.703161881925304
zBX2da3k8VxI5u7ohTAMFg,Brianna,3.69,86,50,7,1056,7,1.00,0.34,0.41,1.38,-5.9612914528410661,2.9809077005735167
jrRH3xuB3jZW2li7QVOnQw,Ben,3.92,70,93,3,1144,2,1.00,0.50,0.49,1.21,3.9135802182059649,-1.8463584723218847
ldTGeN0M22c9YjEZvE6hSQ,Michael,3.50,61,71,1,406,2,1.00,0.57,0.38,2.13,11.89027133978259,-0.81730477950784197
YXFn8MHmxkrJQOPHr0c9WA,Jamie,4.01,65,67,0,757,4,1.00,0.22,0.23,0.97,7.1865875835727779,-7.73511711753381
DfI_Z-fD_OOFNf_VwMJmPQ,Heather,3.77,55,78,0,731,5,1.00,1.09,0.29,1.80,14.919495069179506,-2.9871229326727846
-27BvCH3VFZQTY56pU9DwA,Edward,3.57,65,82,1,542,5,1.00,0.54,0.46,1.55,8.3708348626685858,-4.5326693059153254
5z6ZXMg3-XO3UmSxpZWBUA,Tim,3.93,86,53,0,941,29,1.00,0.17,0.10,0.83,-16.470114981689175,8.2640569790069254
YL0YAgy7w0UIvOIXMz_QMQ,Jan,4.23,65,86,1,1437,1,1.00,0.37,0.25,0.72,6.7741175778934899,-3.3327390644312427
s-lFLrOA1F944qnwRPFFpw,Annie,3.73,94,13,7,1834,13,1.08,0.80,0.52,1.53,-6.0774795954405301,15.412359877912499
mKIOnkzhXvF5GObQg3s8NA,Joe,3.73,59,39,2,483,4,1.00,0.29,1.39,1.41,8.6166132876739745,9.6272814828920694
YnU_FicfN2rNnd_RabraQg,Meg,4.19,60,65,7,698,4,1.00,0.30,0.17,1.02,12.097280330690937,12.36606193175831
k4_du-On24BBN76HsN4WDA,S,3.29,78,83,8,41,1,1.00,0.17,0.37,0.65,-0.38986109299847682,0.10501542712688275
dbP3Tqb-plLlHpcLrIqkkA,Katrina,3.55,64,43,3,308,14,1.00,0.28,0.17,0.67,3.6381619113257688,-9.6339920883497214
22G7taGXMPY7aWNJbODerw,Kasia,4.23,65,59,6,1389,2,1.50,0.34,0.26,1.09,-1.1846939808836301,-11.703624401828282
MndJJM_mI8Pyim3bxkAU3A,Senior,3.87,68,95,1,713,2,1.00,0.32,0.47,1.06,4.9107208043333799,-2.2545813784571784
cyjBS8hC-Kmfy9JezwCjUQ,Sharon,4.15,53,41,6,656,2,1.00,1.74,1.62,2.53,8.2109074700799294,5.6717397307651165
Y_oToy63jmCYwyHzRqcCfQ,Neal,3.17,66,54,2,1287,2,1.00,0.35,0.52,1.14,6.1665769664810561,-10.578990069701753
lAKz3hp2nLeHNIBeB4Z2Aw,James,3.28,98,62,4,503,1,1.00,0.34,0.41,0.95,-2.9366254821911402,13.216571417643097
77i8FBTUzBVV3kWVIi58vA,Sherry,3.14,53,45,0,496,1,2.00,0.02,0.11,0.42,-17.26852157956014,-2.6651230597380211
TIPz8u7YSafWaYTtou_VdQ,Kevin,3.16,58,111,20,599,1,1.00,0.86,0.40,2.43,11.490386514485687,-10.97681699207506
4p8fQPBfLbtFC2oHOzSyaA,Ryan,3.96,50,83,5,247,7,1.00,1.28,1.34,1.84,15.741893754682499,-8.1825565228352719
2WS8vVV3IbW2zabiECuy4Q,Lariamne,3.94,75,49,1,411,1,1.00,0.21,0.16,0.52,-4.9790870574355246,-11.387598536931128
e7ddVZ8uZAbmvoavDrE0gA,Bradford,4.02,65,72,8,842,1,1.00,0.35,0.31,0.74,7.252042314223206,-7.1992547201839505
iijhJZO0CpGwCsOwRQZMwg,Danny,3.32,57,77,3,404,3,1.00,1.39,1.82,1.84,10.995096384983974,-1.2692364247454007
kWRVR3TpiHjZIuQaXvnYwg,Nic,3.58,79,45,0,479,3,1.00,0.44,0.43,1.99,-7.1148485744321182,-4.3088754026425073
Kx5iAQaVLL_NYzyLhgXPsw,Mike,3.90,62,34,1,238,5,1.20,0.45,0.44,1.03,5.911951806391718,9.6085293875095914
5BeP-YGDxcRvb0955999iQ,leigh,3.80,58,80,0,1201,2,1.00,0.40,0.10,1.72,13.285973186932562,-3.2260572988779055
Yzcdfk8tb6auJk5wJsIC-Q,Kelly,3.93,85,79,48,628,2,1.00,1.58,1.21,2.13,-2.4992254075058185,2.3879705414672912
5wN78N4K0a39C-uPzPmxDw,Emily,3.74,96,87,22,1007,56,1.07,2.14,1.68,3.36,-17.396704963188682,0.9275995763141085
AyRz7EWRPPyv957aHcgH_A,Jackson,3.25,65,77,1,1185,4,1.00,0.40,0.52,1.35,7.7133530800390462,-4.2199111086886338
BQltPVKgh_qSu_mDztZXuA,Amie,4.02,56,50,6,569,3,1.00,0.43,0.34,1.50,13.944771417098137,7.7324510550912517
uQpNNgvjrQxjn26YI9LLyQ,Javier,3.49,94,43,27,1372,74,1.00,0.57,1.00,1.76,-17.896039104434603,-0.23686765246668967
MD7aD53qznKEYiBGX52M9Q,M,2.10,51,32,0,646,37,1.00,0.12,0.84,1.78,-14.118917047187042,8.8402739120915683
gEOeAWI7XNW10Rvrz5dFMA,Michele,3.45,93,31,2,525,2,1.00,0.14,0.12,0.47,-6.8646826932030081,12.363569200394638
70RYZMGxuqGZopYFYFNwiQ,Evan,3.95,78,93,3,1013,1,1.00,0.87,1.64,1.23,1.0724478608404848,0.01420139086217511
kAq1XlmIO1JiwVv4lXC8Dg,Sandy,3.61,64,39,7,559,2,1.00,0.41,0.31,1.28,3.3243204062506457,-9.9062091706405191
9UP8qhpUFE4G2COHI0P9Pg,Ada,3.57,90,47,2,428,6,1.00,1.41,1.32,1.96,-6.0433347403664808,6.6844186271395944
lP42TWvbaQKmOCDn8NWs1A,Jessica,3.65,50,53,12,101,3,1.33,0.24,0.14,0.40,-2.7944399925182455,-10.989509766655303
wjX4boGoCwwuDaJlN2hJCw,Karen,3.33,51,41,1,921,1,1.00,0.16,0.43,1.63,9.9957938022603408,3.5147148340062717
VWwzM35lj4fzPrqiuXGLUw,Christa,3.86,92,49,12,492,30,1.03,0.12,0.04,0.30,-8.1996464776582307,10.357387220042682
LIdBsu7nspO56DdYYI5TTA,Sa,4.20,77,52,32,481,64,1.05,0.78,0.39,1.36,-17.057602195121376,3.188613415247961
l0QHGP9P74wYAQxhMEwIUA,Susan,3.55,93,90,29,1056,6,1.00,0.77,0.55,1.20,0.24905577868071055,9.7309797208219564
nV9WVtuMkw_5dTKLbuTBiA,Devin,4.00,62,85,7,543,1,1.00,0.50,0.60,1.32,12.021980754641437,-2.8380681797168577
LWuH2QSx5alleE0G2bRjHA,Adonis,3.43,90,67,0,336,6,1.00,0.82,0.97,1.87,-3.5694532077678356,6.0177695839195078
g_4VS51iHOLTmA799OIaLA,Jason,3.80,64,34,1,206,3,1.00,0.08,0.14,0.50,2.5614577668157108,-9.391209958044092
qQPIsAgWsOEf3cqGy5EEow,Ceci,4.12,52,83,1,702,1,1.00,0.08,0.02,0.19,16.092194079019805,-7.461397795358117
DcCZjSLV8HF1bGEc2Bt3Ig,Gaddi Father,3.30,87,74,19,486,8,1.00,0.34,0.31,0.84,-2.1632146698793866,4.2109511621730613
Y9UsdDzAgDuBTBZ0J__bPg,Davinder,4.04,55,78,3,254,1,1.00,0.22,0.18,0.27,16.835539704186473,-1.9880936930493458
xO8YU-LknnlQRmEsFjZKeQ,Cat,3.78,50,15,13,748,2,1.00,0.72,0.86,1.44,-10.089937176120012,-12.649659256276689
n42MOglG-e9ibubcumy49w,Jessica,3.38,62,74,53,2923,1,1.00,0.89,0.65,1.31,-0.77754106150958757,-11.167765888835467
tQ6NDaItyiNR1JSnYLyzZg,David,3.82,96,40,3,498,4,1.25,0.43,0.17,0.70,-5.3797385604327692,13.768801121846234
-HrlvPkHVCutpxg4RqIDtA,Lela,4.28,56,25,6,559,2,1.00,0.91,0.89,1.07,-12.400325881153991,-11.117962207655049
q3UJhjEeQoAnf47eADUfgg,Michael,3.89,74,46,12,992,4,1.00,0.64,0.39,2.39,-4.4845118854923181,-11.92126890814497
DfGDrigjuE_PlE7ccsEBDw,Stephanie,4.79,61,61,2,529,6,1.00,0.08,0.03,0.90,7.5068898787792833,13.298671636421496
PCvKgDWfSZoviEnZoMaKfQ,Tiffany,3.16,85,64,4,967,3,1.00,0.27,0.85,1.06,-4.0482421007253988,1.2972619661480702
exjMRmxLHeiT9G7rnswgxg,Aileen,3.71,60,58,25,74,1,1.00,0.62,0.58,1.55,12.951445798275092,9.4643184045118165
ZMV40NWDATI7rKJS-QMjvA,Megan,3.59,75,14,6,1207,3,1.00,0.21,0.19,0.84,-12.021907859306271,-3.5659487763003086
htbxy0R-VI4L4wRlX7TOqw,Luis,3.25,55,102,7,908,5,1.00,0.55,0.58,1.69,11.767523494223965,-10.429993224065626
UYjwk_5ABtefZZ6ZBeT3Ow,Tyler,4.10,59,63,1,718,5,1.00,0.32,0.39,0.81,12.145032171371525,12.19513942805348
v_dWtDnO5Ew_xm5Xz6BdfQ,Roselle,3.58,64,99,8,376,1,1.00,1.73,1.00,2.80,6.173536413125273,-1.1374569966206314
tXqAUWae1elmqkerPXalaA,Nina,3.95,78,71,21,333,1,1.00,0.65,0.71,1.45,-3.8805088432745345,-4.3287438493621675
lKnq3SMLG3Iv1yhPu4GeTg,Jerry,2.54,59,17,0,441,19,1.00,0.08,0.17,0.32,-11.10628067173738,7.8321798112524084
2BSIsxCoeDwJuwFbl6bDvA,Dale,3.57,67,38,0,684,1,1.00,0.12,0.19,0.25,2.4154454541134069,-10.023311767138951
AkygemHNDTu8gn4mQva0Sg,victoria,4.15,68,82,0,650,3,1.00,0.49,0.10,1.18,4.8658959439917444,-5.6519551574709253
os15DrSEDgZru4zre6csyA,Tzu-En,3.74,96,42,18,1140,1,1.00,0.67,0.53,1.54,-4.3845280275619594,12.569848188758767
nPS7AbF2Q9DjtPdhEeb1mQ,M.M.,4.09,62,85,24,690,3,1.00,0.19,0.24,0.60,12.045312582968407,-2.8446848784618908
3Yp9SroY7tpbc0PxOhGztw,Kale,3.81,79,52,15,829,1,1.00,0.24,0.11,0.65,-6.5028687440423045,-4.4627315812937063
lnI3o0mHyYjVPKadZdskeQ,DJ,3.31,92,59,6,1027,9,1.00,0.21,0.66,1.02,-4.4909773869972911,8.5392649476960614
DmcOTHc7vVEJtW2RsAMBNg,Lindsey,3.95,74,97,23,1105,63,1.00,1.78,1.45,3.41,-16.637725077435551,2.4038359483241249
2Rq0iyfpZd8nKM4EJoK_SA,Eric,4.00,60,11,0,363,2,1.00,0.07,0.12,0.33,-11.057456584327918,-9.7842709786332236
qW4opU3K18n8MibAsUWvXA,Gina,2.93,71,39,8,923,3,1.00,0.38,0.63,1.90,-0.64742564129466662,-6.8523645566090456
xjoGcdC8hdmUqWZ_8lijlw,Matthew,3.78,78,37,3,218,13,1.00,0.23,0.10,0.65,-8.5145482880668055,-3.1653701539123982
SlEsi6LDSMZ6y8np9d7rFw,Amanda,3.58,65,49,20,916,5,1.00,0.38,0.29,1.29,4.5024033437989628,-13.004758064053657
6Vs0Q7L8epuTz329FV8i7Q,Kristi,4.22,60,53,0,225,1,1.00,0.17,0.13,0.62,10.18018534165684,12.422921857776341
nDbKiHlQ1e_yJbucRtxouA,Ticha,3.44,75,56,6,1079,1,1.00,0.17,0.07,0.56,-3.6053419775625657,-8.4678153768355671
yXO21D38jkUCT29G4BOJQg,John,4.08,54,93,0,132,2,1.00,0.20,0.43,1.37,13.155755390436967,-9.5233961208145619
4mk28YCp7kCKI6WUp3Gl7w,edwin,3.69,68,75,7,890,1,1.00,2.43,1.65,3.28,5.1968448542496555,-5.3158141780511556
8EyiYlKUMdJsQD3sA-fAjA,Nancy,4.02,56,28,80,831,45,1.00,2.16,1.54,3.25,-13.032142377946954,7.0123698189873638
zcZ3ZZSo52DuEiWz8CErPw,Stuart,3.84,62,85,6,1185,5,1.00,1.50,1.92,2.77,10.617987041186689,-3.5738215896690373
xgrNgHOs8F5JvEX38IeCJg,Lindsay,4.16,94,88,86,1078,78,1.04,2.16,1.86,3.73,-17.890207333919363,-0.57258925464607724
AL4fMKko7--ubwK9SIQV2Q,foodi,3.65,74,77,2,945,3,1.00,0.08,0.22,0.26,-3.3373759799997695,-6.0343668676444135
RdjIDOouIVvkjWIYJry_6Q,William,4.20,59,74,4,491,1,1.00,0.76,0.63,3.03,14.400823756564614,-1.4427289351437831
NGq7qkCyhemVjmKFrYEdHQ,Allison,3.97,62,70,2,1505,2,1.00,0.37,0.26,1.50,9.6467389681565034,-5.891424132945863
moaGwmBGb2GcOH73Fq9r_g,Katherine,3.86,83,78,4,370,1,1.00,3.39,3.18,4.17,-2.0732251015338425,2.0154713618034021
2zN0Lx7iP5ZRbsZVQfsnPw,Roz,4.04,66,48,6,671,1,1.00,0.32,0.20,1.18,3.0989428531057306,-12.539090646506118
jl67C8OhNXD5oMZ0v7RbUw,Gretchen,3.65,77,84,15,1121,59,1.05,1.08,1.00,2.22,-16.410408427522338,2.8207982656554331
ggVEuTeLH0RPUn-PUgKwKg,Nicole,3.25,59,69,18,244,26,1.00,0.34,0.22,0.76,5.1395098866260103,4.0089999618000292
jxAPDlY_jO_hPG6QGlSr8w,Joseph,3.08,83,30,1,405,1,1.00,0.07,0.04,0.45,-11.046613384069909,-1.0430843847133504
u33Vpx9csHNHhBK764kDzg,Nezha,4.06,65,90,7,506,3,1.00,0.68,0.43,1.69,6.1485282224730939,-2.9718983768788094
vhwiae6BUtkdhdXguLbs4w,Joshua,3.75,55,63,10,1077,6,1.00,0.91,0.73,2.09,14.293724565318179,1.68513425143947
LSf-AF1UzGV4viB9LgoNjA,Ceejay,3.83,53,48,22,588,35,1.00,0.47,0.38,1.08,-10.450183363962568,6.2642785080537369
Cck6hYLCyjH8v_zYncfImA,Andy,3.40,54,51,1,354,1,1.00,0.11,0.07,0.44,12.11623068009674,5.0791278013154297
pUbzqLd17DRH86M1zA9jIA,Jen,3.97,58,81,1,1485,3,1.00,0.28,0.29,1.05,13.168256222329726,-3.5694775575807003
PCFzEEc3qOzVaLsptfczCQ,Heidi,4.06,79,54,10,1269,3,1.00,0.39,0.20,1.34,-5.8663073283408842,-3.2021770268323988
iVVKNlzEiKNyr9lnDSAZYw,Veronica,3.62,61,90,1,371,1,1.00,0.33,0.20,0.70,11.072622934357103,-3.3170583013577399
WUz-uuwzHmWrHIheDUgQTQ,Jeff,4.40,65,40,9,68,1,1.00,0.34,0.42,0.82,6.6065934156269748,11.507671016169326
GqeWMTDbE32Yll17EfrzlA,Larry,3.88,58,82,3,432,3,1.00,0.22,0.28,1.09,13.546612475601624,-2.0118162521862213
6mMFWmnKdqcFWkPAw-jeOg,Tabitha,3.61,50,85,6,932,1,1.00,0.10,0.26,0.86,14.926589335709672,-8.4696321145320326
p6jih3V2kBlvuiEhodlLbQ,Bee,3.17,58,67,7,485,1,1.00,0.53,1.34,1.55,11.033606085755334,0.033045093538152367
WKjA4roo1qJVRmB5BCFSQQ,Jenn,3.27,80,60,7,121,4,1.00,0.49,0.21,1.23,-2.5970972508775065,-2.6841576762370853
l4Iexf5ednGA-RvyjRuIxA,Mark,4.15,64,20,27,846,2,1.00,0.88,0.61,1.31,-11.578231137363028,-7.8323346496781481
HfBnDdzXI22o0rCaRwSmPA,Norma,4.44,71,59,1,589,9,1.22,0.27,0.15,1.10,-7.7092042497509583,-7.7485428338848887
45T7E3RfG8Ljui0C9Wcw6w,DJ,3.71,64,89,2,419,5,1.00,0.22,0.28,0.94,8.1425191659191398,-3.319486465159414
FEsEUNj0w2snWkVWjTfEUQ,Ailin,3.09,59,78,0,492,7,1.00,0.24,0.20,0.56,9.9739777663026903,-1.2947517282581034
ysVhCkNub3ZtF4JPmp1KsA,Peter,4.54,71,71,67,679,61,1.02,0.87,0.70,1.65,-16.349101092286627,3.2466310751144101
BNA6IYS0N2dp6AWDtXhddA,Leonard,3.68,75,46,15,616,1,1.00,0.25,0.28,0.81,-4.6098673196025741,-11.812694077957294
FL2KaZRmaQkVHCTJVZUong,DJ,3.61,50,69,0,223,1,1.00,0.18,0.12,0.56,16.042046530071914,-5.524473787796194
392wZ72h756AKI6WjdvIbg,jennie,3.79,88,98,0,128,53,1.02,0.01,0.06,0.31,-17.054944770308037,1.9493363235562657
fzRA7OmiSo5PoKuUaHK8oA,Chris,3.58,85,86,4,742,4,1.00,0.62,0.46,2.47,-1.7255983181707197,2.6880559962097825
PrYruunQWkAkgq5urVo3ww,Monica,3.92,53,46,9,864,1,1.00,0.30,0.15,0.47,11.255108970584853,5.8368699598080687
SUwywEFHnSe_svCJC4coEg,Jessica,4.25,83,64,2,323,4,1.00,0.18,0.20,0.73,-5.6716346618298914,0.84316646232689341
UaLlvUf9Sup3918oIDGHoA,Kenny,3.97,94,64,68,198,37,1.00,0.53,0.41,1.01,-9.777541369387011,10.458441735121063
fH3cFnb6MSs1ZGunmXMZHQ,Bryan,3.18,98,62,1,1053,1,1.00,0.15,0.23,0.49,-2.8852470069800487,13.615868983249598
C_nQKslD4qTyFfT3t6UIlA,Joanne,3.98,54,77,5,284,2,1.00,0.24,0.28,0.50,16.857077208197222,-2.3058936884103951
Vy3KVX_T5R48E_UW2z5mjw,Toby,4.56,84,89,8,1273,3,1.00,0.24,0.39,0.86,0.72642132529282821,6.6982282610629511
pnrGw4ciBXJ6U5QB2m0F5g,natashka,4.22,58,121,19,1144,2,1.00,2.98,4.38,2.28,10.961536805593562,-12.32377288740428
2nU2tvOEjn7smlncshSYpA,Keith,3.91,55,39,7,395,3,1.00,0.27,0.25,0.84,8.2416076365573439,7.8105286053730687
gBTEAlR4UdxiVOF_3oui0A,Mike,3.25,57,86,2,538,11,1.00,0.86,0.79,1.26,10.200842068774348,-1.6239596182093061
FUV1wBxgZV9UXJmDN-WuNw,Jake,3.95,74,84,1,501,9,1.00,0.23,0.24,0.65,0.79021668066699102,-2.5857087473324118
ymkGNo_fv52yBKi8CEYmdQ,Sandra,3.94,61,48,3,282,42,1.02,0.18,0.05,0.59,-11.710552782581095,4.1933217118730841
JK_cxgUONXsyQYXSSubKeA,FrOg SoU,4.12,50,96,5,564,1,1.00,0.10,0.04,0.30,14.138076151302855,-10.655702403530931
0wR1ZElW04-VXqKV-SU2gw,Robert,3.92,58,35,3,697,4,1.00,0.12,0.31,0.60,7.5749975804363201,9.3230961310529477
ni_pyTnCvy6uSNdt4k2FYA,Howard,3.17,78,62,0,252,1,1.00,0.14,0.32,0.78,-2.3254871166523174,-2.8215922943249883
SIwXBK4o5ZZtyxXKoalBIQ,Noeru,4.09,86,77,6,177,1,1.00,0.65,0.64,1.52,-2.7281058840793193,2.542824908973182
jFUbUrFWFFjFK58d4m5-UA,Lesley Ann,4.15,50,56,0,512,2,1.00,0.10,0.06,0.64,14.203135377848646,3.5440865612461119
kpXk-7EUjq8WFcV37v7d0Q,Andrew,3.97,79,41,28,537,1,1.00,0.63,0.84,1.72,-7.7354016325897552,-3.6603643756785238
KVm5lSaNK-fL1OsbukgyuQ,Callie,4.33,62,62,7,358,2,1.00,0.29,0.31,0.98,10.424421126066727,13.068875115187799
lup9RqKSSEGgcXd-WTTNHw,Nicole,2.89,81,26,0,3295,1,1.00,0.33,0.48,1.19,-1.6911011099703681,15.734602146683351
iC8Sa45cPZ4G_Ill6gnFdg,Kevin,3.93,54,54,8,673,3,1.00,0.13,0.09,0.54,13.97637059367335,6.6448358741030207
mDmgffdnMHbmNMLVvUuzfQ,stefanie,3.67,58,45,40,1309,7,1.00,1.17,1.05,3.28,10.626498101929059,8.947196121406007
PKYoqQJ-lV7q2iBTHFUIHw,Harry,4.08,61,70,5,1408,3,1.00,0.20,0.07,0.67,9.8264497045525268,-5.9038995701714523
UAubFpQ8OHiKx_WNW_WRsA,Noah,4.05,65,53,16,321,1,1.00,0.17,0.15,0.71,3.6003704480034759,-12.617258879604719
vFK9l_Sw6X0TQJH4aUrAJQ,Lawrence,3.61,78,67,4,711,5,1.20,0.53,0.33,1.22,-2.7796115508665862,-3.3979046269549849
DqZQKC8CDVCUxerxTt9Daw,Tom,4.20,56,55,0,308,53,1.00,0.20,0.04,0.43,-13.46067361454406,5.6696964209415803
rTycjLWonFy3H5jPc0EFYw,Anne,3.59,100,88,4,566,8,1.00,0.14,0.17,0.58,0.92852914333578396,12.765399108437164
Ry_hy9B1LDhpTCLq3WEhNA,Paddy,3.84,55,33,35,827,40,1.08,0.85,0.71,1.62,-11.611077986823711,6.6865154308532313
sQtkeQ9f1asRlbtRhAWmIQ,Jonny,3.66,82,95,6,557,3,1.00,0.40,0.45,1.95,-0.21882161863658589,1.6790392171087627
qRUaHAisaKLE0ItLvp7sHA,Ulysses,3.83,78,19,5,525,3,1.00,0.04,0.03,0.21,-11.030078667575783,-3.1298078649463221
JebWcrBldI2OskLG2UVPug,Emilie,4.07,55,14,3,457,11,1.00,0.91,0.15,1.38,-10.718890882886761,-11.358892074181234
seZUmOBVw9swD9RdBbsFUA,Lostin,3.00,63,70,2,691,57,1.02,0.27,0.21,0.75,-14.412198396926108,4.6120500315004564
wVwtP4oHPkPm-DwgbE-4dw,Maria,3.99,81,37,13,58,65,1.00,0.38,0.42,0.69,-17.417029229916103,2.7813127384732419
5kSNOOi9HJO5GnXB7CIKMQ,Marlena,3.63,88,61,5,1984,1,1.00,0.92,0.88,1.97,1.3776850458427361,4.6882448128326084
kgZvFGisR-NoqZwgi0i1cw,Devyn,3.16,70,70,12,747,1,1.00,2.21,2.46,4.00,2.7764463507857418,-4.0220337372166757
nMsWH8iYsv-JvmZk9nUebQ,Daniel,3.90,83,94,1,120,2,1.00,0.13,0.05,0.46,-0.48210779065301629,2.1399946068504034
epoT3MNU6BhdHSg2QogneQ,Patrizia,4.03,64,15,0,310,2,1.00,0.02,0.03,0.05,-11.382415460110954,-8.3633022186557078
xRtYp2lO6RnPoFLBhSddug,Lily,4.09,75,98,5,523,1,1.00,0.23,0.13,0.67,1.6442662703826119,-0.24870081501437721
A10-GFhCYDSxhvf08eq0vw,Alison,3.35,98,84,2,107,1,1.00,0.97,1.42,3.00,0.85086776171353251,12.848249789241191
q7cDIAgdt7-8cxr13B9FVA,Jenann,3.90,89,40,30,697,4,1.00,0.48,0.22,1.13,-6.6243496692924007,5.813424583583255
fx1jNuoZjyn0t5g2KUeksw,Jason,4.07,87,32,100,298,80,1.06,0.32,0.16,0.62,-17.95746794158033,-0.33975740086660633
Pek459AELblhohmbWVJEiA,Nicholas,3.88,58,52,1,1159,3,1.00,0.53,0.43,2.22,11.639827159042861,10.376802413171585
9Ajvg-cjKCFJGiT-X5zOdQ,Andrew,3.75,100,73,31,1598,5,1.00,0.74,0.99,1.82,0.018544329953629674,13.256735697427672
XvbTA3ymoH27ltFh_Nijmg,Danielle,4.00,70,59,21,76,1,1.00,0.44,0.23,0.89,-0.71097368590443166,-14.729476321336826
LNROnLGDL1o2RTzPV6ZkGQ,Ron,3.83,72,57,0,368,1,1.00,0.21,0.17,1.00,-2.0916055597893024,-13.894387503266081
1URSdbOzifOY4_Pj8eKEWg,Debbie,3.90,64,79,31,705,1,1.00,0.59,0.56,1.84,8.4392757122303781,-5.2774737646873566
vuXBsQGTp26X8c06ZdozfQ,D,3.35,66,54,0,747,1,1.00,0.27,0.21,1.17,5.3092752306823146,-11.100625962749298
MXy7bHt66VUdBDlwRhWWiw,Anthony,4.09,51,22,8,1788,6,1.00,0.24,0.24,0.71,-9.0715795077653283,-13.150724808040756
aKS-ZMpvcBDpJJzTf5YZmA,Maryanne,4.55,65,43,1,1167,3,1.00,0.12,0.15,0.91,6.5987342949581516,11.836544900999764
uPRhFi4DnK4wLaleYcjlEw,Julie,3.69,51,47,1,97,2,1.00,0.18,0.25,0.92,9.7566392319988342,4.8631798080093311
A-j60QyQE5y9UakhABT88A,Adam,4.48,61,69,3,247,7,1.00,0.18,0.13,0.39,7.8206847661089176,13.521583209578869
CDNXKSh1vbkh0ETSqFwM1g,Leon,4.06,79,50,14,285,2,1.00,0.46,0.51,1.27,-7.0348710218963513,-4.4659351214452228
